2026-05-17 15:13:39,974 | INFO     | main_module          | Core init
2026-05-17 15:13:40,978 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'1300'), (b'Connection', b'keep-alive'), (b'Date', b'Wed, 13 May 2026 12:33:49 GMT'), (b'ETag', b'"d5c1bb83f067f79da262aed09cbefafcbe8b4805"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a046fad-0b06b5443de61d2216ce7b5e;c30943df-c246-4194-9edb-c69729443dee'), (b'RateLimit', b'"resolvers";r=4995;t=126'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer_config.json; filename="tokenizer_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 a8d99ef797d085739f567e661bc20536.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'Q_eOJq1yv-fWdizAmW15i1ThlO5-Mmh3eAc6teRmyewZVq14hjor8w=='), (b'Age', b'344391')])
2026-05-17 15:13:40,979 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/tokenizer_config.json "HTTP/1.1 200 OK"
2026-05-17 15:13:40,979 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-17 15:13:40,979 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 15:13:40,980 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 15:13:40,980 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 15:13:41,027 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-17 15:13:41,028 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 15:13:41,028 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-17 15:13:41,028 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 15:13:41,028 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-17 15:13:41,200 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'64'), (b'Connection', b'keep-alive'), (b'Date', b'Sun, 17 May 2026 12:13:41 GMT'), (b'ETag', b'W/"40-09f9IAqP13xarAhQxFS2W8rvRkM"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a09b0f5-2c804fe765a57a6f5d30a4ea;d8713602-9fad-4e0d-a73d-522523be7cf4'), (b'RateLimit', b'"api";r=999;t=134'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'additional_chat_templates does not exist on "main"'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 a8d99ef797d085739f567e661bc20536.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'i9yNhTURnBC5v70RRw7x30zL77fXyassDhYAHM9Oda4ks9YtDpmlzg==')])
2026-05-17 15:13:41,200 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/boltuix/bert-lite/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-05-17 15:13:41,201 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-17 15:13:41,201 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 15:13:41,201 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 15:13:41,202 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 15:13:41,205 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-17 15:13:41,206 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 15:13:41,206 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-17 15:13:41,206 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 15:13:41,206 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-17 15:13:41,445 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Date', b'Sun, 17 May 2026 12:13:41 GMT'), (b'content-encoding', b'gzip'), (b'ETag', b'W/"3f4-p6e3v60yrWQMyQA/1oVBgtFThWc"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a09b0f5-6e62beec00886a640b7162e7;e101a301-68fe-433d-9846-9dd5e0da3802'), (b'RateLimit', b'"api";r=998;t=134'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'vary', b'Accept-Encoding'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 a8d99ef797d085739f567e661bc20536.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'5SRzBOrxB_2vrGn8yE3EmjYxnCe1PTF35QmkRXtVTN0DCyOle5Tdew==')])
2026-05-17 15:13:41,446 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/boltuix/bert-lite/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-17 15:13:41,446 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-17 15:13:41,446 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 15:13:41,447 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 15:13:41,447 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 15:13:41,523 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,523 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 15:13:41,524 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,524 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 15:13:41,524 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,679 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'238'), (b'Connection', b'keep-alive'), (b'Date', b'Sun, 17 May 2026 12:13:41 GMT'), (b'Location', b'/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json?%2Fboltuix%2Fbert-lite%2Fresolve%2Fmain%2Fconfig.json=&etag=%2281ba83673fa0d07fc98d4ba418715df42ab28a6f%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a09b0f5-350897031426147f6643a398;82fbfe31-1539-4705-94ef-2af1d11dd5fa'), (b'RateLimit', b'"resolvers";r=4997;t=134'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 a8d99ef797d085739f567e661bc20536.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'OLYcy6V4kXKzYxFEd2JNs3JlpBPI7sZtut79WPKgKSumWnwxWYPPBw==')])
2026-05-17 15:13:41,679 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/boltuix/bert-lite/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-17 15:13:41,680 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,681 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 15:13:41,681 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 15:13:41,681 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 15:13:41,682 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,683 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 15:13:41,683 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,683 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 15:13:41,683 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,714 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'587'), (b'Connection', b'keep-alive'), (b'Date', b'Wed, 13 May 2026 12:33:48 GMT'), (b'ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a046fac-1335b433506b8b384391f3c6;adbfdde3-1218-4a8d-ac5d-f6fb77b28728'), (b'RateLimit', b'"resolvers";r=4998;t=127'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 a8d99ef797d085739f567e661bc20536.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'SHqQImI_bqVS0WkHdzALya_L_WIIdLJXDEM-wzBMDZ6fxcvoMW3UaQ=='), (b'Age', b'344393')])
2026-05-17 15:13:41,714 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json "HTTP/1.1 200 OK"
2026-05-17 15:13:41,715 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-17 15:13:41,715 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 15:13:41,715 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 15:13:41,715 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 15:13:48,032 | INFO     | modules.dispatcher   | Dispatcher initialized
2026-05-17 15:13:48,032 | INFO     | modules.pre_process  | PreProcess initialized
2026-05-17 15:13:48,032 | INFO     | main_module          | Core modules initialized
2026-05-17 15:13:48,032 | INFO     | server               | Core service initialized
2026-05-17 15:13:48,145 | INFO     | uvicorn.error        | Started server process [12344]
2026-05-17 15:13:48,146 | INFO     | uvicorn.error        | Waiting for application startup.
2026-05-17 15:13:48,146 | INFO     | uvicorn.error        | Application startup complete.
2026-05-17 15:13:48,146 | INFO     | uvicorn.error        | Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-05-17 15:18:04,873 | DEBUG    | server               | Received STT POST | lang=ru | text_len=40
2026-05-17 15:18:04,896 | INFO     | uvicorn.access       | 127.0.0.1:40062 - "POST /core/stt HTTP/1.1" 200
2026-05-17 15:18:04,916 | INFO     | main_module          | STT input | speaker=Владелец | lang=ru | text_len=40
2026-05-17 15:18:04,947 | DEBUG    | main_module          | Checking input importance
2026-05-17 15:18:04,947 | DEBUG    | modules.filter       | Filtering input
2026-05-17 15:18:04,947 | DEBUG    | modules.filter       | Checking importance
2026-05-17 15:18:04,947 | ERROR    | modules.filter       | Importance check error: IndexError: list index out of range
Traceback (most recent call last):
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/core/modules/filter.py", line 37, in _is_important
    input_importance = self._get_importance(input, context)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/core/modules/filter.py", line 53, in _get_importance
    y = self.is_important.filter(input, context) # gets prediction from the model
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/core/modules/sub_modules/filter_modules/is_important/is_important.py", line 16, in filter
    threads.append(Thread(target=self._check_stt_importance, args=(input['stt'], context[-1], importance)))
IndexError: list index out of range
2026-05-17 15:18:04,999 | DEBUG    | modules.filter       | Input rejected
2026-05-17 15:18:05,000 | DEBUG    | main_module          | Input rejected by filter
2026-05-17 15:19:51,862 | INFO     | uvicorn.error        | Shutting down
2026-05-17 15:19:51,982 | INFO     | uvicorn.error        | Waiting for application shutdown.
2026-05-17 15:19:51,983 | INFO     | uvicorn.error        | Application shutdown complete.
2026-05-17 15:19:51,984 | INFO     | uvicorn.error        | Finished server process [12344]
2026-05-17 15:19:51,989 | DEBUG    | httpcore.connection  | close.started
2026-05-17 15:19:51,990 | DEBUG    | httpcore.connection  | close.complete
